id,cluster_id,absolute_url,case_name,date_filed,year,confidence,is_affirmance,is_notice_and_comment,agency,rule_short_name,cfr_citation,federal_register_citation,reasoning
7863317,7914245,/opinion/7914245/echostar-satellite-llc-v-federal-communications-commission/,Echostar Satellite L.L.C. v. Federal Communications Commission,2006-07-25,2006,0.85,no,yes,Federal Communications Commission,Improved ILLR Model for Predicting Broadcast Television Signal Strength,47 C.F.R. § 1.1200,15 F.C.C. Rcd. 12118,"The court resolved all three issues under Chevron step one, not step two, finding that 'the intent of Congress is clear' in each instance. For the land cover issue, the court found the Commission's reading 'clearly correct' under step one; for the waiver/testing issue, the court explicitly stated it 'uphold[s] the Commission's reading under Chevron step one.' Because the court did not reach Chevron step two in upholding the agency's interpretation, this case does not qualify as a Chevron step tw"
186766,186766,/opinion/186766/al-educ-assn-v-chao-elaine-l/,"AL Educ Assn v. Chao, Elaine L.",2006-08-01,2006,0.92,no,yes,Department of Labor,Labor Organization Annual Financial Reports Rule,29 C.F.R. pt. 403,68 Fed. Reg. 58374,"Although the court found the agency's interpretation of § 3(j)(5) permissible under Chevron step two, it did not uphold the rule — instead it remanded to the agency for a reasoned explanation of its change in position, because the Department failed to provide adequate reasoned analysis supporting its revised interpretation. The court vacated the district court's injunction but did not affirm the rule, making this a remand rather than an affirmance. The interpretation was adopted through notice-a"
186758,186758,/opinion/186758/earthlink-inc-v-federal-communications-commission/,"Earthlink, Inc. v. Federal Communications Commission",2006-08-15,2006,0.3,yes,no,Federal Communications Commission,FCC Forbearance Order for BOC Broadband Fiber Elements under 47 U.S.C. § 160,,19 F.C.C.R. 21496,"The court applied Chevron step two analysis and upheld the FCC's interpretation of the forbearance provision (47 U.S.C. § 160) as permitting nationwide forbearance from § 271 unbundling obligations for broadband fiber elements, finding the agency's construction reasonable. However, the FCC action under review was an adjudicatory order resolving petitions for forbearance filed by the Bell Operating Companies, not a notice-and-comment rulemaking. Therefore, while Chevron step two was applied and t"
186752,186752,/opinion/186752/city-of-tacoma-v-federal-energy-regulatory-commission/,City of Tacoma v. Federal Energy Regulatory Commission,2006-08-22,2006,0.85,no,yes,Federal Energy Regulatory Commission,FERC 60-day deadline for agency license conditions,18 C.F.R. § 4.34(b),,"The court applied Chevron deference to uphold FERC's interpretation of section 15 of the FPA as permitting relicensing of a minor part license, finding FERC's reading reasonable. However, this was an interpretation adopted through adjudication (declaratory orders), not notice-and-comment rulemaking, and the court did not frame this as Chevron step two. Additionally, the court struck down the FERC regulation at 18 C.F.R. § 4.34(b) as exceeding FERC's statutory authority, so the notice-and-comment"
8603795,8624439,/opinion/8624439/chevron-natural-gas-v-federal-energy-regulatory-commission/,Chevron Natural Gas v. Federal Energy Regulatory Commission,2006-10-06,2006,0.8,no,yes,Federal Energy Regulatory Commission,Order No. 637 - Regulation of Short-Term Natural Gas Transportation Services,,65 Fed. Reg. 10156,"The court upheld FERC's interpretation of Order No. 637 (a notice-and-comment rulemaking) as applied to Tennessee Gas Pipeline's compliance filing, but the standard of review applied was 'clear error' under Bowles/Seminole Rock for an agency's interpretation of its own orders, not Chevron step two. The case involved FERC's approval of a pipeline tariff in a compliance proceeding rather than a direct Chevron step two analysis of a statutory ambiguity. Therefore, while Order No. 637 was issued thr"
186778,186778,/opinion/186778/env-def-v-epa/,Env Def v. EPA,2006-10-20,2006,0.85,yes,yes,Environmental Protection Agency,Transportation Conformity Rule - Build/No Build and Baseline Year Interim Tests,"40 C.F.R. § 93.119(b)(2), (d), and (e)","69 Fed. Reg. 40,004","The court applied Chevron step two to uphold 40 C.F.R. § 93.119(b)(2), (d), and (e), finding the statute silent on whether transportation plans themselves must reduce mobile source emissions and deferring to EPA's reasonable interpretation allowing the build/no build test. The regulation was promulgated through notice-and-comment rulemaking, published as the 2004 Final Rule at 69 Fed. Reg. 40,004. The court explicitly stated that 'Absent language in the Act requiring transportation plans to acti"
8410305,8439533,/opinion/8439533/environmental-defense-v-environmental-protection-agency/,Environmental Defense v. Environmental Protection Agency,2006-10-20,2006,0.85,yes,yes,Environmental Protection Agency,Transportation Conformity Rule - Build/No Build and Baseline Year Tests,"40 C.F.R. § 93.119(b)(2), (d), (e)",69 Fed. Reg. 40004,"The court applied Chevron step two to uphold 40 C.F.R. § 93.119(b)(2), (d), and (e), finding the statute silent on whether transportation plans themselves must actively reduce mobile source emissions, and deferring to EPA's reasonable interpretation that conformity could be demonstrated via the build/no build test. The regulation was promulgated through notice-and-comment rulemaking as part of the 2004 Final Rule published in the Federal Register. The court explicitly stated that because the Act"
186792,186792,/opinion/186792/natl-fam-plng-hlth-v-gonzales-alberto/,"Natl Fam Plng Hlth v. Gonzales, Alberto",2006-11-14,2006,0.97,no,no,Department of Health and Human Services,Title X Family Planning Regulation (abortion counseling requirement),,"65 Fed. Reg. 41,270","The court dismissed the case for lack of standing and never reached the merits, so there was no Chevron step two analysis or affirmance of an agency interpretation. The opinion merely references Chevron in passing when noting that HHS is entitled to deference in interpreting its regulations and the statutes it administers. Because the court vacated and remanded with instructions to dismiss for lack of jurisdiction, no Chevron step two determination was made."
186793,186793,/opinion/186793/ranbaxy-labs-ltd-v-leavitt-michael-o/,"Ranbaxy Labs Ltd v. Leavitt, Michael O.",2006-11-14,2006,0.95,no,no,Food and Drug Administration (FDA),FDA Orange Book Patent Delisting Policy (Hatch-Waxman),21 C.F.R. § 314.94(a)(12)(viii)(B),,"The D.C. Circuit struck down the FDA's delisting policy at Chevron step one, holding it was inconsistent with the unambiguous text and structure of the Hatch-Waxman Act, rather than upholding the agency at step two. The court explicitly stated that the arguments were better considered at Chevron step one and found the FDA's policy unlawful. Therefore, this is not a Chevron step two affirmance of the agency's interpretation."
7863331,7914258,/opinion/7914258/national-family-planning-reproductive-health-assn-v-gonzales/,National Family Planning & Reproductive Health Ass'n v. Gonzales,2006-11-14,2006,0.97,no,no,Department of Health and Human Services,Title X Abortion Counseling Regulation,,"65 Fed. Reg. 41,270","The D.C. Circuit dismissed this case for lack of standing, finding the plaintiff lacked Article III standing to challenge the Weldon Amendment. The court never reached Chevron step two or any merits analysis of statutory ambiguity. Although a notice-and-comment HHS regulation (65 Fed. Reg. 41,270) was discussed, the court did not uphold any agency interpretation under Chevron deference."
186814,186814,/opinion/186814/util-air-regu-grp-v-epa/,Util Air Regu Grp v. EPA,2006-12-12,2006,0.85,yes,yes,Environmental Protection Agency,Regional Haze Rule (BART and CAIR-for-BART provisions),40 C.F.R. § 51.308,"70 Fed. Reg. 39,104","The court explicitly invoked Chevron deference to uphold EPA's interpretation of 'reasonable progress' under CAA § 169A, finding that the term is undefined in the statute and that EPA's interpretation—allowing CAIR to substitute for BART using an aggregate visibility improvement standard rather than area-by-area improvement—was reasonable. The Regional Haze Rule was promulgated through notice-and-comment rulemaking, as evidenced by the Federal Register citations (70 Fed. Reg. 39,104). The court "
7863341,7914268,/opinion/7914268/utility-air-regulatory-group-v-environmental-protection-agency/,Utility Air Regulatory Group v. Environmental Protection Agency,2006-12-12,2006,0.85,yes,yes,Environmental Protection Agency,Regional Haze Rule (BART and CAIR-for-BART provisions),40 C.F.R. § 51.308,"70 Fed. Reg. 39,104","The court explicitly applied Chevron deference to EPA's interpretation of 'reasonable progress' under CAA § 169A, finding the term ambiguous and EPA's interpretation reasonable at step two. The Regional Haze Rule, including the CAIR-for-BART provision at 40 C.F.R. § 51.308(e)(4), was promulgated through notice-and-comment rulemaking as reflected in the Federal Register citation. The court upheld both the collective attribution approach and the substitution of CAIR for BART as reasonable interpre"
186803,186803,/opinion/186803/peter-pan-bus-lines-inc-v-federal-motor-carrier-safety-administration/,"Peter Pan Bus Lines, Inc. v. Federal Motor Carrier Safety Administration",2006-12-19,2006,0.97,no,no,Federal Motor Carrier Safety Administration,Motor Carrier Registration/Certification under 49 U.S.C. § 13902,49 C.F.R. § 365.203,,"The D.C. Circuit vacated the FMCSA's decision and remanded rather than affirming it, explicitly declining to apply Chevron step two. The court found the statute ambiguous but held that because the agency had treated its interpretation as compelled by plain statutory language, it was not entitled to Chevron step two deference. This is therefore not a Chevron step two affirmance."
186797,186797,/opinion/186797/south-coast-air-quality-management-district-v-environmental-protection/,South Coast Air Quality Management District v. Environmental Protection Agency,2006-12-22,2006,0.92,no,yes,Environmental Protection Agency,Final Phase 1 Rule to Implement the 8-Hour Ozone NAAQS (2004),"40 C.F.R. pts. 50, 51, 81","69 Fed. Reg. 23,951","The D.C. Circuit reviewed EPA's 2004 notice-and-comment rulemaking implementing the 8-hour ozone NAAQS under Chevron Step 2, but the court did NOT uphold the agency's interpretation. Instead, the court granted the petitions in part, vacated the rule, and remanded, holding that EPA's resolution of the Subpart 1/Subpart 2 classification gap was unreasonable because it impermissibly maximized EPA discretion contrary to Congress's clear intent in the 1990 Amendments. The court found EPA's approach v"
8410364,8439582,/opinion/8439582/south-coast-air-quality-management-district-v-environmental-protection/,South Coast Air Quality Management District v. Environmental Protection Agency,2006-12-22,2006,0.92,no,yes,Environmental Protection Agency,Phase 1 Rule to Implement the 8-Hour Ozone NAAQS,"40 C.F.R. pts. 40, 51, 81","69 Fed. Reg. 23,951","The court applied Chevron Step Two analysis to EPA's resolution of the gaps identified in Whitman v. American Trucking Associations, but it did NOT uphold the agency's interpretation. Instead, the court found EPA's application of Subpart 1 to areas with eight-hour ozone levels exceeding 0.09 ppm was an unreasonable construction of the statute because it contravened Congress's clear intent to limit EPA discretion through the 1990 Amendments. The rule was promulgated through notice-and-comment rul"
186836,186836,/opinion/186836/natl-assn-regu-util-v-ferc/,Natl Assn Regu Util v. FERC,2007-01-12,2007,0.75,no,yes,Federal Energy Regulatory Commission (FERC),Order No. 2003 - Standardization of Generator Interconnection Agreements and Procedures,,"69 Fed. Reg. 15,932","While the court upheld FERC's Orders No. 2003 through 2003-C against jurisdictional and other challenges, invoking Chevron deference for FERC's interpretations of the Federal Power Act, the opinion does not clearly frame its analysis as Chevron step two. The court primarily addressed jurisdictional questions (step one-like analysis of whether FERC had statutory authority) and arbitrary-and-capricious review, rather than explicitly applying Chevron step two to uphold a reasonable agency interpret"
9499446,796733,/opinion/796733/national-association-of-regulatory-utility-commissioners-v-federal-energy/,"National Association of Regulatory Utility Commissioners v. Federal Energy Regulatory Commission, Tenaska, Inc., Intervenors",2007-01-12,2007,0.72,no,yes,Federal Energy Regulatory Commission,FERC Order No. 2003 - Standardization of Generator Interconnection Agreements and Procedures,,,"The court affirmed FERC's Order No. 2003 and sequels, which were notice-and-comment rulemakings standardizing generator interconnection agreements. The court did mention Chevron deference applies to FERC's interpretations of jurisdictional provisions of the Federal Power Act, but the primary analysis focused on whether FERC's actions were within its statutory jurisdiction and whether specific provisions were arbitrary and capricious, rather than explicitly applying Chevron step two to uphold an "
186833,186833,/opinion/186833/amer-fed-govt-empl-v-nicholson-r-james/,"Amer Fed Govt Empl v. Nicholson, R. James",2007-01-16,2007,0.85,no,no,Department of Veterans Affairs,VA Under Secretary Section 7422(d) Determination on Collective Bargaining Exclusion,,,"The court applied Chevron deference to the VA Under Secretary's section 7422(d) determination regarding whether the nurses' premium pay grievance concerned 'establishment, determination, or adjustment of employee compensation,' but the opinion appears to cut off before completing the Chevron step two analysis. More importantly, the agency action at issue was an adjudicatory determination (a specific decision paper issued in response to a particular grievance), not a notice-and-comment rulemaking"
7863360,7914286,/opinion/7914286/american-federation-of-government-employees-v-nicholson/,American Federation of Government Employees v. Nicholson,2007-01-16,2007,0.2,yes,no,Department of Veterans Affairs,VA Under Secretary Section 7422(d) Compensation Exclusion Determination,,,"The court applied Chevron step two and upheld the VA's interpretation of 38 U.S.C. § 7422(d) as reasonable, finding the Under Secretary's determination that the grievance concerned employee compensation was a permissible construction of the statute. However, the agency interpretation at issue was an adjudicatory decision paper by the VA Under Secretary (a Section 7422(d) determination in a specific case), not a notice-and-comment rulemaking or regulation published in the CFR or Federal Register."
186829,186829,/opinion/186829/gillan-martin-j-v-winter-donald-c/,"Gillan, Martin J. v. Winter, Donald C.",2007-01-19,2007,0.9,no,no,Department of the Navy / Department of Defense,Naval Reserve Screening and Transfer Requirements,32 C.F.R. § 44.5,,"Although the court applies Chevron's two-step framework and defers to the Navy's interpretation of 10 U.S.C. § 12642(b) as giving discretion over the timing of transfers, the interpretation at issue was not adopted through a notice-and-comment rulemaking but rather through adjudication by the Board for Correction of Naval Records (BCNR). The relevant Navy and DoD provisions cited (Bureau of Naval Personnel Instructions and 32 C.F.R. § 44.5) involve internal military directives rather than APA no"
186857,186857,/opinion/186857/san-manuel-indian-bingo-casino-v-national-labor-relations-board/,San Manuel Indian Bingo & Casino v. National Labor Relations Board,2007-02-09,2007,0.15,yes,no,National Labor Relations Board,NLRB interpretation of 'employer' under NLRA as applied to tribal casino,,,"The court does apply Chevron step two and upholds the Board's interpretation that the term 'employer' in the NLRA encompasses Indian tribal governments operating commercial enterprises. However, the Board's interpretation was adopted through adjudication (a Board decision and order in a specific unfair labor practice proceeding), not through notice-and-comment rulemaking. Therefore, while is_chevron_step_two_affirmance is true, is_notice_and_comment_rule is false, making this case not qualify fo"
186849,186849,/opinion/186849/mt-royal-joint-vntr-v-kempthorne-dirk/,"Mt Royal Joint Vntr v. Kempthorne, Dirk",2007-02-16,2007,0.82,yes,no,"Department of the Interior, Interior Board of Land Appeals",FLPMA consecutive segregation interpretation — Sweet Grass Hills withdrawal,43 C.F.R. § 2300.0-5,60 Fed. Reg. 38852,"The D.C. Circuit applied Chevron step two and upheld the IBLA's interpretation of FLPMA section 1714(b) as permitting consecutive segregation periods with different stated purposes, finding the interpretation 'reasonable' and 'permissible.' However, the interpretation was reached through formal agency adjudication (IBLA hearing), not notice-and-comment rulemaking — the court explicitly states 'because the IBLA hearing constitutes a formal agency adjudication, we give its interpretation of sectio"
8609240,8629789,/opinion/8629789/apotex-inc-v-food-drug-administration/,"Apotex, Inc. v. Food & Drug Administration",2007-02-23,2007,0.6,no,no,Food and Drug Administration,FDA 180-day exclusivity period interpretation,21 C.F.R. § 314.107(c)(1),,"The court upheld the FDA's statutory interpretation of 21 U.S.C. § 355(j)(5)(B)(iv) primarily as embodied in informal adjudications (FDA approval letters), not notice-and-comment rulemaking. While the court mentions that the FDA's regulation at 21 C.F.R. § 314.107(c)(1) 'also warrants Chevron deference,' this is a secondary, supplementary point rather than the primary basis for the Chevron analysis. The opinion does not clearly identify whether the court conducted a Chevron step two analysis (as"
186888,186888,/opinion/186888/port-authority-v-department-of-transportation/,Port Authority v. Department of Transportation,2007-03-02,2007,0.95,no,no,Department of Transportation,Airport Rates and Charges Policy / Section 47129 Foreign Carrier Complaint Procedure,14 C.F.R. § 302.601(a),61 Fed. Reg. 31994,"The court explicitly rejected the DOT's interpretation that 'air carrier' in 49 U.S.C. § 47129 includes foreign air carriers, finding the statutory language unambiguously limited the term to U.S. carriers as defined in § 40102(a)(2). Because the court resolved the question at Chevron Step One — finding clear congressional intent — it never reached Step Two deference, and it vacated the agency's interpretation. Therefore, this is not a Chevron Step Two affirmance."
186882,186882,/opinion/186882/sierra-club-v-environmental-protection-agency/,Sierra Club v. Environmental Protection Agency,2007-03-13,2007,0.97,no,yes,Environmental Protection Agency,National Emission Standards for Hazardous Air Pollutants for Brick and Structural Clay Products Manufacturing and Clay Ceramics Manufacturing,40 C.F.R. pt. 63,68 Fed. Reg. 26690,"The D.C. Circuit vacated EPA's emission standards for brick and ceramics kilns, finding them inconsistent with the Clean Air Act as interpreted in prior circuit precedent (Cement Kiln and National Lime II). The court did not uphold the agency's interpretation at Chevron step two; instead, it struck down the rule as violating unambiguous statutory requirements and prior binding judicial constructions. Although the rule was promulgated through notice-and-comment rulemaking, the court's disposition"
186871,186871,/opinion/186871/qwest-corp-v-fcc/,Qwest Corp v. FCC,2007-03-23,2007,0.3,yes,no,Federal Communications Commission,FCC Forbearance Order – Qwest Omaha MSA (§ 10(d) 'fully implemented' interpretation),,,"The court applied Chevron step two and upheld the FCC's interpretation of 'fully implemented' in § 10(d) of the Communications Act, finding it reasonable that implementation occurs when the Commission has promulgated and put into effect its rules under § 251(c). However, the agency action at issue was an adjudicatory forbearance order (In re Petition of Qwest Corporation, 20 FCC Rcd 19,415), not a notice-and-comment rulemaking, so the notice-and-comment criterion is not satisfied. Therefore, whi"
797370,797370,/opinion/797370/qwest-corporation-v-federal-communications-commission-and-united-states-of/,"Qwest Corporation v. Federal Communications Commission and United States of America, McLeodusa Telecommunications Services, Inc., Intervenors",2007-03-23,2007,0.3,yes,no,Federal Communications Commission,FCC Omaha Forbearance Order – Section 10(d) 'Fully Implemented' Interpretation,,,"The court applied Chevron step two to uphold the FCC's interpretation of 'fully implemented' in 47 U.S.C. § 160(d), finding it reasonable even if not the only plausible reading. However, the agency action at issue was an adjudicatory forbearance order (In re Petition of Qwest Corporation), not a notice-and-comment rulemaking, so the is_notice_and_comment_rule field is false. Confidence is reduced because the interpretation was embodied in an adjudication rather than a rulemaking regulation."
186867,186867,/opinion/186867/fincl-plng-assn-v-sec/,Fincl Plng Assn v. SEC,2007-03-30,2007,0.97,no,yes,Securities and Exchange Commission,Certain Broker-Dealers Deemed Not to be Investment Advisers,17 C.F.R. § 275.202(a)(11)-1,"70 Fed. Reg. 20,424","The court applied Chevron step one and found the statute unambiguous, concluding that the SEC exceeded its authority by using IAA § 202(a)(11)(F) to exempt broker-dealers who receive special compensation from the Investment Advisers Act. The court vacated the final rule rather than upholding it, so this is not a Chevron step two affirmance. Although the rule was promulgated through notice-and-comment rulemaking, the court struck it down at Chevron step one."
7863373,7914298,/opinion/7914298/financial-planning-assn-v-securities-exchange-commission/,Financial Planning Ass'n v. Securities & Exchange Commission,2007-03-30,2007,0.97,no,yes,Securities and Exchange Commission,Certain Broker-Dealers Deemed Not to be Investment Advisers,17 C.F.R. § 275.202(a)(11)-1,"70 Fed. Reg. 20,424","The court applied Chevron step one and found the statute unambiguous, concluding that the SEC exceeded its statutory authority under IAA § 202(a)(11)(F) by exempting broker-dealers who receive special compensation from the Investment Advisers Act. Because the court vacated the rule at Chevron step one rather than upholding it at step two, this is not a Chevron step two affirmance. The rule was promulgated through notice-and-comment rulemaking as reflected in the Federal Register citations."
186904,186904,/opinion/186904/coosemans-specialties-inc-v-department-of-agriculture/,"Coosemans Specialties, Inc. v. Department of Agriculture",2007-04-06,2007,0.85,yes,no,U.S. Department of Agriculture,PACA Implied Duty Clause Interpretation (Adjudication),7 C.F.R. § 46.26,,"The court explicitly applied Chevron step two and upheld the USDA's interpretation of the 'implied duty' clause of PACA as prohibiting bribery of USDA inspectors, finding the interpretation reasonable. However, the agency's interpretation was developed through case-by-case adjudication (decisions by the Judicial Officer), not through notice-and-comment rulemaking. The court cited 7 C.F.R. § 46.26 only as a supporting reference, not as the vehicle for the challenged interpretation."
186906,186906,/opinion/186906/united-states-department-of-state-v-coombs/,United States Department of State v. Coombs,2007-04-06,2007,0.95,no,no,Foreign Service Grievance Board / U.S. Department of State,FSGB interpretation of 'falsely prejudicial' under the Foreign Service Act,,,"The court explicitly applied Chevron Step Two and found the Board's interpretation of 'falsely prejudicial' to be impermissible, not a valid interpretation of ambiguous language. The court rejected and vacated the agency's decision rather than upholding it. Additionally, the interpretation at issue arose from an adjudication (a grievance board decision), not a notice-and-comment rulemaking."
186897,186897,/opinion/186897/pub-svc-elec-gas-v-ferc/,Pub Svc Elec & Gas v. FERC,2007-04-13,2007,0.85,no,no,Federal Energy Regulatory Commission,PJM Interconnection Tariff Restudy Interpretation,,68 Fed. Reg. 49846,"The court applied Chevron-like deference to FERC's interpretation of an ambiguous tariff (not a statute), finding the tariff silent or ambiguous on the circumstances permitting restudy and deferring to FERC's reasonable interpretation. However, the interpretation was made in an adjudicatory complaint proceeding (Neptune Regional Transmission System, LLC v. PJM Interconnection, LLC), not a notice-and-comment rulemaking, even though FERC drew on principles from Order No. 2003 (a notice-and-comment"
7863382,7914306,/opinion/7914306/public-service-electric-gas-co-v-federal-energy-regulatory-commission/,Public Service Electric & Gas Co. v. Federal Energy Regulatory Commission,2007-04-13,2007,0.85,no,no,Federal Energy Regulatory Commission,PJM Interconnection Tariff Restudy Interpretation,,68 Fed. Reg. 49846,"The court applied Chevron-like deference to FERC's interpretation of an ambiguous tariff (not a statute), finding the tariff silent or ambiguous on when restudies are permitted and deferring to FERC's reasonable reading limiting restudies. However, the interpretation at issue arose from FERC's adjudicatory complaint order (Neptune v. PJM), not from a notice-and-comment rulemaking—Order No. 2003 was referenced but only as background policy, not as the direct source of the interpretation being uph"
186890,186890,/opinion/186890/john-doe-inc-v-drug-enforcement-administration/,"John Doe, Inc. v. Drug Enforcement Administration",2007-04-27,2007,0.75,no,yes,Drug Enforcement Administration,DEA Schedule III dronabinol rescheduling rule,21 C.F.R. § 1308.13(g)(1),64 Fed. Reg. 35928,"The court upheld the DEA's interpretation of 21 C.F.R. § 1308.13(g)(1), finding it not 'plainly erroneous,' but applied the Auer/Seminole Rock deference standard for agency interpretation of its own regulations rather than explicitly conducting Chevron Step Two analysis. The regulation at issue was promulgated through notice-and-comment rulemaking (64 Fed. Reg. 35,928 (1999)), but the court's analysis was framed as deference to the agency's interpretation of its own regulatory language rather th"
186919,186919,/opinion/186919/menkes-v-department-of-homeland-security/,Menkes v. Department of Homeland Security,2007-05-15,2007,0.97,no,no,U.S. Coast Guard / Department of Homeland Security,Great Lakes Pilotage Independent Pilot Dispatch Rule,46 C.F.R. § 401.720(b),,"The court did not uphold any agency interpretation at Chevron step two; instead, it reversed the district court, vacated the agency decision, and remanded for further proceedings because the agency had not offered an explicit statutory interpretation for the court to evaluate. The court expressly noted that it could not apply Chevron deference because there was no forthright agency interpretation of the statute or regulation to assess. Additionally, the agency action at issue was an informal adj"
186917,186917,/opinion/186917/amer-fed-govt-empl-v-rumsfeld-donald/,"Amer Fed Govt Empl v. Rumsfeld, Donald",2007-05-18,2007,0.82,no,yes,Department of Defense,National Security Personnel System (NSPS) Labor Relations Regulations,5 C.F.R. pt. 9901,70 Fed. Reg. 66116,"The D.C. Circuit upheld DoD's regulations establishing the National Security Personnel System, finding the statutory language plain but explicitly stating that even if the relevant provisions were ambiguous, it would defer to DoD's reasonable interpretation under Chevron step two. The regulations were promulgated through notice-and-comment rulemaking, published at 70 Fed. Reg. 66,116 (November 1, 2005), with a proposed rule published earlier at 70 Fed. Reg. 7,552. The court noted that the Unions"
7863394,7914317,/opinion/7914317/american-federation-of-government-employees-v-gates/,American Federation of Government Employees v. Gates,2007-05-18,2007,0.85,no,yes,Department of Defense,DoD National Security Personnel System (NSPS) Labor Relations Rule,5 C.F.R. pt. 9901,"70 Fed. Reg. 66,116","This opinion is a partial dissent by Judge Tatel, not a majority opinion upholding an agency interpretation at Chevron step two. The majority resolved the case at Chevron step one in favor of the agency, while the dissent would have proceeded to step two and deferred to the Secretary's reasonable interpretation that subsection (b)(4) applies to the temporary labor relations subsystem—but the dissent would also have invalidated several provisions of the regulation. Because this is a dissenting op"
186916,186916,/opinion/186916/termorio-sa-esp-v-electrants-sp/,Termorio SA ESP v. Electrants SP,2007-05-25,2007,0.99,no,no,,,,,"This case involves enforcement of an international arbitration award under the New York Convention and the Federal Arbitration Act, not any agency statutory interpretation or administrative rulemaking. The court applies international treaty law and conducts a de novo review of a Rule 12(b)(6) dismissal. There is no Chevron analysis, no agency interpretation, and no notice-and-comment rulemaking at issue."
7863403,7914326,/opinion/7914326/termorio-sa-esp-v-electranta-sp/,TermoRio S.A. E.S.P. v. Electranta S.P.,2007-05-25,2007,0.99,no,no,,,,,"This case involves enforcement of an international arbitration award under the New York Convention and the Federal Arbitration Act, with no agency statutory interpretation or administrative rulemaking at issue. The court applies treaty interpretation and international comity principles, not Chevron deference. There is no agency, no notice-and-comment rulemaking, and no Chevron analysis anywhere in the opinion."
186909,186909,/opinion/186909/exxonmobil-oil-corp-v-ferc/,ExxonMobil Oil Corp v. FERC,2007-05-29,2007,0.72,no,no,Federal Energy Regulatory Commission (FERC),FERC Income Tax Allowance Policy and Energy Policy Act Grandfathering Interpretation,18 C.F.R. § 342.4,"58 Fed. Reg. 58,753","The court reviewed FERC's income tax allowance policy and its interpretation of the Energy Policy Act's grandfathering provision under the arbitrary and capricious standard, not Chevron step two analysis. While the court upheld FERC's interpretations as reasonable, the primary framework applied was the APA arbitrary and capricious standard with particular deference to FERC's ratemaking expertise, not a Chevron step two analysis of an ambiguous statute. The income tax allowance was established th"
797876,797876,/opinion/797876/exxonmobil-oil-corporation-v-federal-energy-regulatory-commission-and/,"Exxonmobil Oil Corporation v. Federal Energy Regulatory Commission and United States of America, Western Refining Company, L.P., Intervenors",2007-05-29,2007,0.75,no,no,Federal Energy Regulatory Commission (FERC),FERC Income Tax Allowance Policy for Oil Pipelines / Energy Policy Act Grandfathering Interpretation,18 C.F.R. § 342.4,"58 Fed. Reg. 58,753","The court reviewed FERC's income tax allowance policy under the arbitrary and capricious standard (not Chevron step two), and reviewed FERC's interpretation of the Energy Policy Act's grandfathering provision under a reasonableness standard without explicitly invoking Chevron step two analysis. The income tax allowance policy was issued as a Policy Statement (not a notice-and-comment rulemaking), and while Order No. 561 was a notice-and-comment rulemaking, the specific interpretations at issue h"
186968,186968,/opinion/186968/national-assn-of-clean-air-agencies-v-environmental-protection-agency/,National Ass'n of Clean Air Agencies v. Environmental Protection Agency,2007-06-01,2007,0.92,yes,yes,Environmental Protection Agency,Control of Air Pollution From Aircraft and Aircraft Engines; NOx Emission Standards,,"70 Fed. Reg. 69,664","The D.C. Circuit explicitly applied Chevron Step Two, finding that Congress expressly delegated broad authority to EPA under CAA § 231 and that EPA's interpretation—that it need not achieve a 'technology-forcing' result and could weigh safety, cost, and international standards—was not manifestly contrary to the statute, warranting controlling weight. The Final Rule was issued through notice-and-comment rulemaking, as evidenced by the published NPRM, public hearing, written comment period, and fi"
186969,186969,/opinion/186969/vonage-holdings-corp-v-federal-communications-commission/,Vonage Holdings Corp. v. Federal Communications Commission,2007-06-01,2007,0.85,yes,yes,Federal Communications Commission,Universal Service Fund Contribution Requirements for VoIP Providers,47 C.F.R. § 54.706,21 F.C.C.R. 7518,"The court explicitly applied Chevron step two to uphold the FCC's interpretation of 'providers of interstate telecommunications' in section 254(d) as encompassing interconnected VoIP providers, finding the agency's construction reasonable even if not the best possible reading. The Order was issued following a notice of proposed rulemaking in which the FCC solicited public comment before issuing its final rule requiring VoIP providers to contribute to the Universal Service Fund. The court denied "
186958,186958,/opinion/186958/south-coast-air-quality-management-district-v-environmental-protection/,South Coast Air Quality Management District v. Environmental Protection Agency,2007-06-08,2007,0.85,no,yes,Environmental Protection Agency,Phase 1 Rule to Implement the 8-Hour Ozone NAAQS,"40 C.F.R. pts. 40, 51, 81","69 Fed. Reg. 23,951","The court denied EPA's petition for rehearing and explicitly refused to defer to EPA's interpretation at Chevron Step 2 regarding application of Subpart 1 to gap areas, finding it unreasonable. While the court did uphold EPA's anti-backsliding interpretation under section 172(e) as reasonable, the primary Chevron Step 2 determination at issue was a rejection of EPA's interpretation, not an affirmance. The opinion therefore does not qualify as a straightforward Chevron Step 2 affirmance of the ag"
186959,186959,/opinion/186959/natl-resrc-def-cncl-v-epa/,Natl Resrc Def Cncl v. EPA,2007-06-08,2007,0.97,no,yes,Environmental Protection Agency,CISWI Definitions Rule,40 C.F.R. § 60.2265,"70 Fed. Reg. 55,568","The court applied Chevron step one and found that EPA's definition of 'commercial or industrial waste' in the CISWI Definitions Rule conflicted with the plain, unambiguous language of CAA section 129, and therefore vacated the rule. The court never reached Chevron step two because it resolved the question at step one in favor of the petitioners, striking down the agency's interpretation. Consequently, this is not a Chevron step two affirmance of the agency."
